,Symbol,Name,Industry,IndustryCode
847,ACMR,ACM Research Inc Class A,반도체 및 반도체 장비,571010
848,LILAK,Liberty Latin America Ltd Class C,통신 서비스,574010
849,COHU,Cohu Inc,반도체 및 반도체 장비,571010
850,RUSHA,Rush Enterprises Inc Class A,전문품 상점,534030
851,PSNL,Personalis Inc,생명과학 및 메디컬 리서치,562020
852,SPNS,Sapiens International Corporation NV,소프트웨어 및 IT서비스,572010
853,CSWI,CSW Industrials Inc,화학,511010
854,INSG,Inseego Corp,커뮤니케이션 및 네트워킹,571020
855,HRTX,Heron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
856,TBIO,Translate Bio Inc,생명과학 및 메디컬 리서치,562020
857,PRGS,Progress Software Corp,소프트웨어 및 IT서비스,572010
858,YMAB,Y-mAbs Therapeutics  Inc,생명과학 및 메디컬 리서치,562020
859,VRTS,Virtus Investment Partners Inc,투자은행 및 서비스,551020
860,TRMK,Trustmark Corp,은행,551010
861,MGRC,McGrath RentCorp,전문 및 상업 서비스,522030
862,CLBK,Columbia Financial Inc,은행,551010
863,CDXS,Codexis Inc,생명과학 및 메디컬 리서치,562020
864,TOWN,Towne Bank,은행,551010
865,CFFN,Capitol Federal Financial Inc,은행,551010
866,SBCF,Seacoast Banking Corporation of Florida,은행,551010
867,CSII,Cardiovascular Systems Inc,헬스케어 장비 및 용품,561010
868,CATM,Cardtronics PLC Class A,전문 및 상업 서비스,522030
869,LOB,Live Oak Bancshares Inc,은행,551010
870,MDGL,Madrigal Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
871,HSKA,Heska Corp,헬스케어 장비 및 용품,561010
872,DCBO,Docebo Inc,소프트웨어 및 IT서비스,572010
873,GRCL,Gracell Biotechnologies Inc ADR,생명과학 및 메디컬 리서치,562020
874,OTTR,Otter Tail Corp,전기 유틸리티,591010
875,UCTT,Ultra Clean Holdings Inc,반도체 및 반도체 장비,571010
876,ZNTL,Zentalis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
877,WW,WW International Inc,"개인, 가정 용품 및 서비스",542010
878,SBTX,Silverback Therapeutics Inc,생명과학 및 메디컬 리서치,562020
879,CENTA,Central Garden & Pet Co Class A,식품 및 담배,541020
880,CERE,Cerevel Therapeutics Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
881,ROIC,Retail Opportunity Investments Corp,주택 및 상업용 리츠,601020
882,MASS,908 Devices Inc.,"건설장비 및 대형차, 기차, 배",521020
883,PAGP,Plains GP Holdings LP Class A,오일 및 가스 장비 및 서비스,501030
884,NWBI,Northwest Bancshares Inc,은행,551010
885,TTCF,Tattooed Chef Inc Class A,기타 금융업,556010
886,IRWD,Ironwood Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
887,OLMA,Olema Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
888,BANR,Banner Corp,은행,551010
889,SMCI,Super Micro Computer Inc,"컴퓨터, 전화 및 가전제품",571060
890,OSIS,OSI Systems Inc,전자 장비 및 부품,571040
891,GBIO,Generation Bio Co,생명과학 및 메디컬 리서치,562020
892,PATK,Patrick Industries Inc,주택건설,532030
893,QURE,Uniqure NV,생명과학 및 메디컬 리서치,562020
894,SLP,Simulations Plus Inc,헬스케어 장비 및 용품,561010
895,IDEX,Ideanomics Inc,핀테크,573010
896,HTLF,Heartland Financial USA Inc,은행,551010
897,PLAY,Dave & Buster's Entertainment Inc,호텔 및 엔터테인먼트,533010
898,SNDL,Sundial Growers Inc,제약,562010
899,ATRA,Atara Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
900,HMPT,Home Point Capital Inc,은행,551010
901,SASR,Sandy Spring Bancorp Inc,은행,551010
902,FREQ,Frequency Therapeutics Inc,생명과학 및 메디컬 리서치,562020
903,KRON,Kronos Bio Inc,생명과학 및 메디컬 리서치,562020
904,SYKE,Sykes Enterprises Inc,소프트웨어 및 IT서비스,572010
905,GPRO,GoPro Inc Class A,"컴퓨터, 전화 및 가전제품",571060
906,ARQT,Arcutis Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
907,ATSG,Air Transport Services Group Inc,화물 및 물류 서비스,524050
908,TLND,Talend SA ADR,소프트웨어 및 IT서비스,572010
909,GLUU,Glu Mobile Inc,소프트웨어 및 IT서비스,572010
910,VCTR,Victory Capital Holdings Inc Class A,투자은행 및 서비스,551020
911,HHR,HeadHunter Group PLC ADR,전문 및 상업 서비스,522030
912,PRAA,PRA Group Inc,은행,551010
913,CYTK,Cytokinetics Inc,생명과학 및 메디컬 리서치,562020
914,WABC,Westamerica Bancorp,은행,551010
915,ICLK,iClick Interactive Asia Group Ltd ADR,미디어 및 출판,533020
916,PAYA,Paya Holdings Inc Class A,전문 및 상업 서비스,522030
917,VRTU,Virtusa Corp,소프트웨어 및 IT서비스,572010
918,LKFN,Lakeland Financial Corp,은행,551010
919,ALEC,Alector Inc,생명과학 및 메디컬 리서치,562020
920,PMVP,PMV Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
921,PRTC,PureTech Health PLC ADR,생명과학 및 메디컬 리서치,562020
922,HLG,Hailiang Education Group Inc ADR,비즈니스교육,631030
923,ROAD,Construction Partners Inc Class A,건설 및 엔지니어링,522010
924,NRIX,Nurix Therapeutics Inc,생명과학 및 메디컬 리서치,562020
925,HTLD,Heartland Express Inc,화물 및 물류 서비스,524050
926,CMPS,Compass Pathways PLC ADR,생명과학 및 메디컬 리서치,562020
927,SUPN,Supernus Pharmaceuticals Inc,제약,562010
928,PNTG,Pennant Group Inc,헬스케어 업체 및 서비스,561020
929,AMWD,American Woodmark Corp,주택건설,532030
930,MBUU,Malibu Boats Inc Class A,레저 상품,532050
931,KNTE,Kinnate Biopharma Inc,생명과학 및 메디컬 리서치,562020
932,XPEL,Xpel Inc,자동차 및 자동차 부품,531010
933,PGEN,Precigen Inc,생명과학 및 메디컬 리서치,562020
934,TBK,Triumph Bancorp Inc,은행,551010
935,CNST,Constellation Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
936,ICFI,ICF International Inc,전문 및 상업 서비스,522030
937,NYMT,New York Mortgage Trust Inc,주택 및 상업용 리츠,601020
938,NBTB,NBT Bancorp Inc,은행,551010
939,ORGO,Organogenesis Holdings Inc Class A,제약,562010
940,KALU,Kaiser Aluminum Corp,메탈&마이닝,512010
941,FRG,Franchise Group Inc,"개인, 가정 용품 및 서비스",542010
942,LX,Lexinfintech Holdings Ltd ADR,은행,551010
943,PRIM,Primoris Services Corp,건설 및 엔지니어링,522010
944,TTMI,TTM Technologies Inc,반도체 및 반도체 장비,571010
945,TVTX,Travere Therapeutics Inc,생명과학 및 메디컬 리서치,562020
946,UPLD,Upland Software Inc,소프트웨어 및 IT서비스,572010
947,IMGN,ImmunoGen Inc,생명과학 및 메디컬 리서치,562020
948,KNSA,Kiniksa Pharmaceuticals Ltd Class A,생명과학 및 메디컬 리서치,562020
949,CSGS,CSG Systems International Inc,소프트웨어 및 IT서비스,572010
950,BCAB,Bioatla Inc,생명과학 및 메디컬 리서치,562020
951,ILPT,Industrial Logistics Properties Trust,주택 및 상업용 리츠,601020
952,RTLR,Rattler Midstream LP Unit,오일 및 가스 장비 및 서비스,501030
953,MAXN,Maxeon Solar Technologies Ltd,재생에너지,502010
954,MNTK,Montauk Renewables Inc,전기 유틸리티,591010
955,MLAB,Mesa Laboratories Inc,"건설장비 및 대형차, 기차, 배",521020
956,AAWW,Atlas Air Worldwide Holdings Inc,화물 및 물류 서비스,524050
957,MRSN,Mersana Therapeutics Inc,생명과학 및 메디컬 리서치,562020
958,HOPE,Hope Bancorp Inc,은행,551010
959,INBX,Inhibrx Inc,생명과학 및 메디컬 리서치,562020
960,NMRK,Newmark Group Inc Class A,부동산 운영 관리,601010
961,OCUL,Ocular Therapeutix Inc,제약,562010
962,NKTX,Nkarta Inc,생명과학 및 메디컬 리서치,562020
963,ZEAL,Zealand Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
964,CORE,Core-Mark Holding Company Inc,식품 및 약품소매,543010
965,TRS,TriMas Corp,"건설장비 및 대형차, 기차, 배",521020
966,CGEM,Cullinan Management Inc,생명과학 및 메디컬 리서치,562020
967,MSEX,Middlesex Water Co,수도 유틸리티,591030
968,STKL,Sunopta Inc,식품 및 담배,541020
969,JRVR,James River Group Holdings Ltd,보험,553010
970,EGBN,Eagle Bancorp Inc,은행,551010
971,KRYS,Krystal Biotech Inc,생명과학 및 메디컬 리서치,562020
972,ASTE,Astec Industries Inc,"건설장비 및 대형차, 기차, 배",521020
973,SG,Sirius International Insurance Group Ltd,보험,553010
974,CVGW,Calavo Growers Inc,식품 및 담배,541020
975,MRTN,Marten Transport Ltd,화물 및 물류 서비스,524050
976,RILY,B. Riley Financial Inc,투자은행 및 서비스,551020
977,RYTM,Rhythm Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
978,BGCP,BGC Partners Inc Class A,투자은행 및 서비스,551020
979,SY,So-Young International Inc ADR,소프트웨어 및 IT서비스,572010
980,CEVA,CEVA Inc,반도체 및 반도체 장비,571010
981,AVO,Mission Produce Inc,식품 및 담배,541020
982,KROS,Keros Therapeutics Inc,생명과학 및 메디컬 리서치,562020
983,RPTX,Repare Therapeutics Inc,생명과학 및 메디컬 리서치,562020
984,AMTI,Applied Molecular Transport Inc.,생명과학 및 메디컬 리서치,562020
985,RDWR,Radware Ltd,소프트웨어 및 IT서비스,572010
986,PI,Impinj Inc,반도체 및 반도체 장비,571010
987,BLFS,BioLife Solutions Inc,헬스케어 장비 및 용품,561010
988,FORTY,Formula Systems 1985 Ltd ADR,소프트웨어 및 IT서비스,572010
989,EIGI,Endurance International Group Holdings Inc,소프트웨어 및 IT서비스,572010
990,LMNX,Luminex Corp,헬스케어 장비 및 용품,561010
991,PHAT,Phathom Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
992,CASH,Meta Financial Group Inc,은행,551010
993,HPK,Highpeak Energy Inc,오일 및 가스 장비 및 서비스,501030
994,FARO,FARO Technologies Inc,전자 장비 및 부품,571040
995,VBTX,Veritex Holdings Inc,은행,551010
996,EVER,EverQuote Inc Class A,소프트웨어 및 IT서비스,572010
997,LASR,nLIGHT Inc,반도체 및 반도체 장비,571010
998,NXGN,NextGen Healthcare Inc,소프트웨어 및 IT서비스,572010
999,GNOG,Golden Nugget Online Gaming Inc Class A,기타 금융업,556010
1000,NTGR,NETGEAR Inc,커뮤니케이션 및 네트워킹,571020
1001,ATNX,Athenex Inc,생명과학 및 메디컬 리서치,562020
1002,BWMX,Betterware de Mexico SAB de CV,다양한 소매업,534020
1003,OTRK,Ontrak Inc,헬스케어 업체 및 서비스,561020
1004,OMER,Omeros Corp,생명과학 및 메디컬 리서치,562020
1005,EBIX,Ebix Inc,소프트웨어 및 IT서비스,572010
1006,FRTA,Forterra Inc,건축 자재,512020
1007,ADVM,Adverum Biotechnologies Inc,생명과학 및 메디컬 리서치,562020
1008,PRCH,Porch Group Inc Class A,소프트웨어 및 IT서비스,572010
1009,EHTH,eHealth Inc,보험,553010
1010,LXRX,Lexicon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1011,SSP,E. W. Scripps Co Class A,미디어 및 출판,533020
1012,PCVX,Vaxcyte Inc,생명과학 및 메디컬 리서치,562020
1013,GIII,G-III Apparel Group Ltd,섬유 및 의류,532020
1014,MGNX,MacroGenics Inc,생명과학 및 메디컬 리서치,562020
1015,TRIL,Trillium Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1016,AMEH,Apollo Medical Holdings Inc,헬스케어 업체 및 서비스,561020
1017,BTWN,Bridgetown Holdings Ltd Class A,기타 금융업,556010
1018,INVA,Innoviva Inc,제약,562010
1019,QRTEP,Qurate Retail Inc PRF,다양한 소매업,534020
1020,HURN,Huron Consulting Group Inc,전문 및 상업 서비스,522030
1021,CNXN,PC Connection Inc,"컴퓨터, 전화 및 가전제품",571060
1022,CRTO,Criteo SA ADR,미디어 및 출판,533020
1023,WIRE,Encore Wire Corp,"건설장비 및 대형차, 기차, 배",521020
1024,CHRS,Coherus BioSciences Inc,생명과학 및 메디컬 리서치,562020
1025,ACLS,Axcelis Technologies Inc,반도체 및 반도체 장비,571010
1026,VERI,Veritone Inc,소프트웨어 및 IT서비스,572010
1027,TBPH,Theravance Biopharma Inc,제약,562010
1028,TRHC,Tabula Rasa HealthCare Inc,헬스케어 장비 및 용품,561010
1029,GLNG,Golar LNG Ltd,오일 및 가스 장비 및 서비스,501030
1030,RAVN,Raven Industries Inc,복합 기업,544010
1031,BTAI,BioXcel Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1032,CLLS,Cellectis SA ADR,생명과학 및 메디컬 리서치,562020
1033,EOSE,Eos Energy Enterprises Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1034,ATEC,Alphatec Holdings Inc,헬스케어 장비 및 용품,561010
1035,CERS,Cerus Corp,헬스케어 장비 및 용품,561010
1036,ARKO,Arko Corp. Class A,식품 및 약품소매,543010
1037,FDMT,4D Molecular Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1038,ESTA,Establishment Labs Holdings Inc,헬스케어 장비 및 용품,561010
1039,GRVY,Gravity Co Ltd ADR,소프트웨어 및 IT서비스,572010
1040,NVEE,NV5 Global Inc,건설 및 엔지니어링,522010
1041,PTEN,Patterson-UTI Energy Inc,오일 및 가스 장비 및 서비스,501030
1042,ICPT,Intercept Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1043,ARCB,ArcBest Corp,화물 및 물류 서비스,524050
1044,NRC,National Research Corp,전문 및 상업 서비스,522030
1045,VSTA,Vasta Platform Ltd Class A,비즈니스교육,631030
1046,SCWX,SecureWorks Corp Class A,소프트웨어 및 IT서비스,572010
1047,ATRI,Atrion Corp,헬스케어 장비 및 용품,561010
1048,RBBN,Ribbon Communications Inc,커뮤니케이션 및 네트워킹,571020
1049,BROG,Brooge Holdings Ltd,오일 및 가스 장비 및 서비스,501030
1050,BUSE,First Busey Corp,은행,551010
1051,PLUS,ePlus inc,소프트웨어 및 IT서비스,572010
1052,LOTZ,Carlotz Inc Class A,전문품 상점,534030
1053,SHYF,Shyft Group Inc,자동차 및 자동차 부품,531010
1054,QNST,Quinstreet Inc,미디어 및 출판,533020
1055,ITOS,Iteos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1056,EFSC,Enterprise Financial Services Corp,은행,551010
1057,SNEX,Stonex Group Inc,투자은행 및 서비스,551020
1058,MORF,Morphic Holding Inc,제약,562010
1059,MTSC,MTS Systems Corp,"건설장비 및 대형차, 기차, 배",521020
1060,TCBK,Trico Bancshares,은행,551010
1061,OPI,Office Properties Income Trust,주택 및 상업용 리츠,601020
1062,EPZM,Epizyme Inc,생명과학 및 메디컬 리서치,562020
1063,JOUT,Johnson Outdoors Inc Class A,레저 상품,532050
1064,LNTH,Lantheus Holdings Inc,헬스케어 장비 및 용품,561010
1065,OCFC,OceanFirst Financial Corp,은행,551010
1066,NMFC,New Mountain Finance Corp,다양한 금융서비스,555010
1067,STRO,Sutro Biopharma Inc,생명과학 및 메디컬 리서치,562020
1068,CHCO,City Holding Co,은행,551010
1069,ICHR,Ichor Holdings Ltd,반도체 및 반도체 장비,571010
1070,QADA,QAD Inc Class A,소프트웨어 및 IT서비스,572010
1071,CAMT,Camtek Ltd,반도체 및 반도체 장비,571010
1072,BATRK,Liberty Media Corp Series C,미디어 및 출판,533020
1073,INGN,Inogen Inc,헬스케어 장비 및 용품,561010
1074,MVIS,MicroVision Inc,전자 장비 및 부품,571040
1075,CMCO,Columbus McKinnon Corp,"건설장비 및 대형차, 기차, 배",521020
1076,CGEN,Compugen Ltd,생명과학 및 메디컬 리서치,562020
1077,MESO,Mesoblast Ltd ADR,생명과학 및 메디컬 리서치,562020
1078,TCMD,Tactile Systems Technology Inc,헬스케어 장비 및 용품,561010
1079,ZUMZ,Zumiez Inc,전문품 상점,534030
1080,GGAL,Grupo Financiero Galicia SA ADR,은행,551010
1081,BTWNU,Bridgetown Holdings Ltd,기타 금융업,556010
1082,SAFT,Safety Insurance Group Inc,보험,553010
1083,PASG,Passage Bio Inc,생명과학 및 메디컬 리서치,562020
1084,CHY,Calamos Convertible & High Income Fund,다양한 금융서비스,555010
1085,MDXG,MiMedx Group Inc,헬스케어 장비 및 용품,561010
1086,WPRT,Westport Fuel Systems Inc,자동차 및 자동차 부품,531010
1087,ORIC,Oric Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1088,ZGNX,Zogenix Inc,생명과학 및 메디컬 리서치,562020
1089,RIOT,Riot Blockchain Inc,핀테크,573010
1090,ECOL,US Ecology Inc,전문 및 상업 서비스,522030
1091,PLRX,Pliant Therapeutics Inc,제약,562010
1092,FTOCU,FTAC Olympus Acquisition Corp,기타 금융업,556010
1093,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,다양한 금융서비스,555010
1094,TVTY,Tivity Health Inc,헬스케어 업체 및 서비스,561020
1095,KPTI,Karyopharm Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1096,GRPN,Groupon Inc,다양한 소매업,534020
1097,TELL,Tellurian Inc,오일 및 가스,501020
1098,VFF,Village Farms International Inc,식품 및 담배,541020
1099,SBSI,Southside Bancshares Inc,은행,551010
1100,TBBK,Bancorp Inc,은행,551010
1101,AMSF,Amerisafe Inc,보험,553010
1102,CNDT,Conduent Inc,소프트웨어 및 IT서비스,572010
1103,CRTX,Cortexyme Inc,생명과학 및 메디컬 리서치,562020
1104,GRBK,Green Brick Partners Inc,주택건설,532030
1105,PFC,Premier Financial Corp (OHIO),은행,551010
1106,CDMO,Avid Bioservices Inc,제약,562010
1107,TSHA,Taysha Gene Therapies Inc,생명과학 및 메디컬 리서치,562020
1108,STBA,S&T Bancorp Inc,은행,551010
1109,NBLX,Noble Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
1110,DHC,Diversified Healthcare Trust,주택 및 상업용 리츠,601020
1111,DCOM,Dime Community Bancshares Inc,은행,551010
1112,EXTR,Extreme Networks Inc,커뮤니케이션 및 네트워킹,571020
1113,CHEF,Chefs' Warehouse Inc,식품 및 약품소매,543010
1114,GTHX,G1 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1115,GOGO,Gogo Inc,통신 서비스,574010
1116,DYN,Dyne Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1117,OSUR,OraSure Technologies Inc,헬스케어 장비 및 용품,561010
1118,DMTK,DermTech Inc,헬스케어 장비 및 용품,561010
1119,BPFH,Boston Private Financial Holdings Inc,은행,551010
1120,DVAX,Dynavax Technologies Corp,생명과학 및 메디컬 리서치,562020
1121,BJRI,BJ's Restaurants Inc,호텔 및 엔터테인먼트,533010
1122,SYBT,Stock Yards Bancorp Inc,은행,551010
1123,VITL,Vital Farms Inc,식품 및 약품소매,543010
1124,HEES,H&E Equipment Services Inc,전문 및 상업 서비스,522030
1125,TCRR,TCR2 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1126,MATW,Matthews International Corp Class A,미디어 및 출판,533020
1127,ENTA,Enanta Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1128,SRCE,1st Source Corp,은행,551010
1129,NESR,National Energy Services Reunited Corp,오일 및 가스 장비 및 서비스,501030
1130,AKRO,Akero Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1131,FANH,Fanhua Inc ADR,보험,553010
1132,MGPI,MGP Ingredients Inc,음료,541010
1133,VINP,Vinci Partners Investments Ltd Class A,투자은행 및 서비스,551020
1134,PLCE,Children's Place Inc,전문품 상점,534030
1135,MRUS,Merus NV,생명과학 및 메디컬 리서치,562020
1136,MCRI,Monarch Casino & Resort Inc,호텔 및 엔터테인먼트,533010
1137,DENN,Denny's Corp,호텔 및 엔터테인먼트,533010
1138,SBLK,Star Bulk Carriers Corp,화물 및 물류 서비스,524050
1139,CONX,CONX Corp Class A,기타 금융업,556010
1140,CHI,Calamos Convertible Opportunities and Income Fund,다양한 금융서비스,555010
1141,SIBN,SI-BONE Inc,헬스케어 장비 및 용품,561010
1142,AUDC,AudioCodes Ltd,커뮤니케이션 및 네트워킹,571020
1143,BRKL,Brookline Bancorp Inc,은행,551010
1144,IESC,IES Holdings Inc,건설 및 엔지니어링,522010
1145,HGEN,Humanigen Inc,제약,562010
1146,ACRS,Aclaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1147,FWONA,Liberty Media Corp Series A,미디어 및 출판,533020
1148,RDNT,RadNet Inc,헬스케어 업체 및 서비스,561020
1149,OSPN,OneSpan Inc,소프트웨어 및 IT서비스,572010
1150,OPRA,Opera Ltd ADR,소프트웨어 및 IT서비스,572010
1151,FBNC,First Bancorp (North Carolina),은행,551010
1152,GNMK,Genmark Diagnostics Inc,헬스케어 장비 및 용품,561010
1153,FTOC,FTAC Olympus Acquisition Corp Class A,기타 금융업,556010
1154,AGYS,Agilysys Inc,소프트웨어 및 IT서비스,572010
1155,SGH,Smart Global Holdings Inc,반도체 및 반도체 장비,571010
1156,IHRT,iHeartMedia Inc Class A,미디어 및 출판,533020
1157,ECPG,Encore Capital Group Inc,은행,551010
1158,GSKY,GreenSky Inc Class A,핀테크,573010
1159,VIVO,Meridian Bioscience Inc,헬스케어 장비 및 용품,561010
1160,MYRG,MYR Group Inc,건설 및 엔지니어링,522010
1161,AACQ,Artius Acquisition Inc Class A,기타 금융업,556010
1162,ALGS,Aligos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1163,VECO,Veeco Instruments Inc,반도체 및 반도체 장비,571010
1164,YI,111 Inc ADR,소프트웨어 및 IT서비스,572010
1165,SNDX,Syndax Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1166,PETQ,PetIQ Inc Class A,제약,562010
1167,RDUS,Radius Health Inc,생명과학 및 메디컬 리서치,562020
1168,VNOM,Viper Energy Partners LP Unit,오일 및 가스,501020
1169,JBSS,John B Sanfilippo & Son Inc,식품 및 담배,541020
1170,ESPR,Esperion Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1171,PLYA,Playa Hotels & Resorts NV,호텔 및 엔터테인먼트,533010
1172,LMAT,LeMaitre Vascular Inc,헬스케어 장비 및 용품,561010
1173,SGTX,Sigilon Therapeutics  Inc.,생명과학 및 메디컬 리서치,562020
1174,KFRC,Kforce Inc,전문 및 상업 서비스,522030
1175,CENX,Century Aluminum Co,메탈&마이닝,512010
1176,RUBY,Rubius Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1177,IMKTA,Ingles Markets Inc Class A,식품 및 약품소매,543010
1178,IIIV,I3 Verticals Inc Class A,전문 및 상업 서비스,522030
1179,SWBI,Smith & Wesson Brands Inc,레저 상품,532050
1180,CARA,Cara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1181,HIBB,Hibbett Sports Inc,전문품 상점,534030
1182,GAN,Gan Ltd,소프트웨어 및 IT서비스,572010
1183,CMBM,Cambium Networks Corp,커뮤니케이션 및 네트워킹,571020
1184,APOG,Apogee Enterprises Inc,주택건설,532030
1185,ADAP,Adaptimmune Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1186,KRNY,Kearny Financial Corp,은행,551010
1187,MBIN,Merchants Bancorp,은행,551010
1188,WRLD,World Acceptance Corp,은행,551010
1189,BOMN,Boston Omaha Corp Class A,미디어 및 출판,533020
1190,ACTCU,ArcLight Clean Transition Corp,기타 금융업,556010
1191,HA,Hawaiian Holdings Inc,운송업,524060
1192,VBIV,VBI Vaccines Inc,생명과학 및 메디컬 리서치,562020
1193,PTGX,Protagonist Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1194,FFWM,First Foundation Inc,은행,551010
1195,KIDS,OrthoPediatrics Corp,헬스케어 장비 및 용품,561010
1196,ACTC,ArcLight Clean Transition Corp Class A,기타 금융업,556010
1197,GABC,German American Bancorp Inc,은행,551010
1198,LE,Lands End Inc,전문품 상점,534030
1199,GLDD,Great Lakes Dredge & Dock Corp,건설 및 엔지니어링,522010
1200,QTT,Qutoutiao Inc ADR,소프트웨어 및 IT서비스,572010
1201,PHAR,Pharming Group NV ADR,제약,562010
1202,IMOS,ChipMOS Technologies Inc ADR,반도체 및 반도체 장비,571010
1203,MNKD,MannKind Corp,생명과학 및 메디컬 리서치,562020
1204,PRVB,Provention Bio Inc,생명과학 및 메디컬 리서치,562020
1205,CIIC,Ciig Merger Corp Class A,기타 금융업,556010
1206,CNOB,ConnectOne Bancorp Inc,은행,551010
1207,AGC,Altimeter Growth Corp Class A,기타 금융업,556010
1208,SCHL,Scholastic Corp,미디어 및 출판,533020
1209,FUV,Arcimoto Inc,자동차 및 자동차 부품,531010
1210,ANNX,Annexon Inc,제약,562010
1211,HOLI,Hollysys Automation Technologies Ltd,"건설장비 및 대형차, 기차, 배",521020
1212,BTBT,Bit Digital Inc,핀테크,573010
1213,TCX,Tucows Inc,소프트웨어 및 IT서비스,572010
1214,AWH,Aspira Women's Health Inc,생명과학 및 메디컬 리서치,562020
1215,RNLX,Renalytix AI PLC ADR,소프트웨어 및 IT서비스,572010
1216,AMPH,Amphastar Pharmaceuticals Inc,제약,562010
1217,BDTX,Black Diamond Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1218,KDMN,Kadmon Holdings Inc,제약,562010
1219,EVLO,Evelo Biosciences Inc,생명과학 및 메디컬 리서치,562020
1220,ODT,Odonate Therapeutics Inc,제약,562010
1221,PRDO,Perdoceo Education Corp,교육서비스,631010
1222,PLSE,Pulse Biosciences Inc,헬스케어 장비 및 용품,561010
1223,HFWA,Heritage Financial Corp,은행,551010
1224,CLDX,Celldex Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1225,NTUS,Natus Medical Inc,헬스케어 장비 및 용품,561010
1226,CRIS,Curis Inc,생명과학 및 메디컬 리서치,562020
1227,PAHC,Phibro Animal Health Corp Class A,제약,562010
1228,ZIOP,ZIOPHARM Oncology Inc,생명과학 및 메디컬 리서치,562020
1229,BCOR,Blucora Inc,투자은행 및 서비스,551020
1230,AEPPZ,American Electric Power Company Inc,전기 유틸리티,591010
1231,AOSL,Alpha and Omega Semiconductor Ltd,반도체 및 반도체 장비,571010
1232,AACQU,Artius Acquisition Inc Unit,기타 금융업,556010
1233,BOOM,DMC Global Inc,메탈&마이닝,512010
1234,AVID,Avid Technology Inc,소프트웨어 및 IT서비스,572010
1235,ALTM,Altus Midstream Co Class A,오일 및 가스 장비 및 서비스,501030
1236,RNA,Avidity Biosciences Inc,제약,562010
1237,IIVIP,II-VI Inc Convertible Preference Shares Series A,전자 장비 및 부품,571040
1238,CIICU,Ciig Merger Corp Unit,기타 금융업,556010
1239,WETF,Wisdom Tree Investments Inc,투자은행 및 서비스,551020
1240,HMST,HomeStreet Inc,은행,551010
1241,PAE,PAE Inc Class A,우주항공 및 국방,521010
1242,PRTS,Carparts.Com Inc,전문품 상점,534030
1243,AINV,Apollo Investment Corp,투자은행 및 서비스,551020
1244,SCHN,Schnitzer Steel Industries Inc Class A,메탈&마이닝,512010
1245,CLCT,Collectors Universe Inc,전문 및 상업 서비스,522030
1246,SVFA,SVF Investment Corp Class A,기타 금융업,556010
1247,CRMT,America's CAR-MART Inc,전문품 상점,534030
1248,OCSL,Oaktree Specialty Lending Corp,다양한 금융서비스,555010
1249,TRVG,Trivago NV ADR,소프트웨어 및 IT서비스,572010
1250,CDEV,Centennial Resource Development Inc Class A,오일 및 가스,501020
1251,PTNR,Partner Communications Company Ltd ADR,통신 서비스,574010
1252,CONXU,CONX Corp,기타 금융업,556010
1253,AFIN,American Finance Trust Inc Class A,주택 및 상업용 리츠,601020
1254,ADTN,ADTRAN Inc,커뮤니케이션 및 네트워킹,571020
1255,EBSB,Meridian Bancorp Inc (MARYLAND),은행,551010
